"","root","type","domain","rank_I","rank_II","rank_III","rank_IV","rank_V","rank_VI","rank_VII","rank_VIII","rank_IX","rank_X","rank_XI"
"ASV110","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Oligochaeta","Haplotaxida","Haplotaxida_unclassified","Haplotaxida_unclassified","Haplotaxida_unclassified","Haplotaxida_unclassified","Haplotaxida_unclassified","Haplotaxida_unclassified"
"ASV111","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Calanoida","Acartiidae","Acartia","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified"
"ASV113","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV114","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Calanoida","Acartiidae","Acartia","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified"
"ASV115","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Calanoida","Acartiidae","Acartia","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified","Acartia_unclassified"
"ASV116","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora_unclassified","Polydora_unclassified","Polydora_unclassified","Polydora_unclassified"
"ASV117","root","Main genome","Eukaryota","Amorphea","Metazoa","Xenacoelomorpha","Acoela","Isodiametridae order incertae sedis","Isodiametridae","Archaphanostoma","Archaphanostoma macrospiriferum","Archaphanostoma macrospiriferum_unclassified","Archaphanostoma macrospiriferum_unclassified","Archaphanostoma macrospiriferum_unclassified"
"ASV118","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae X","Chrysophyceae Clade-F","Chrysophyceae Clade-F X","Chrysophyceae Clade-F X sp.","Chrysophyceae Clade-F X sp._unclassified","Chrysophyceae Clade-F X sp._unclassified","Chrysophyceae Clade-F X sp._unclassified"
"ASV119","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Calanoida","Centropagidae","Centropages","Centropages_unclassified","Centropages_unclassified","Centropages_unclassified","Centropages_unclassified"
"ASV121","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV122","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV123","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Harpacticoida","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified"
"ASV124","root","Main genome","Eukaryota","Amorphea","Metazoa","Cnidaria","Anthozoa","Anthozoa_unclassified","Anthozoa_unclassified","Anthozoa_unclassified","Anthozoa_unclassified","Anthozoa_unclassified","Anthozoa_unclassified","Anthozoa_unclassified"
"ASV125","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Desmodorida","Desmodorida_unclassified","Desmodorida_unclassified","Desmodorida_unclassified","Desmodorida_unclassified","Desmodorida_unclassified","Desmodorida_unclassified"
"ASV126","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Folliculinidae","Folliculinidae X","Folliculinidae X sp.","Folliculinidae X sp._unclassified","Folliculinidae X sp._unclassified","Folliculinidae X sp._unclassified","Folliculinidae X sp._unclassified"
"ASV127","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV128","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV129","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV130","root","Main genome","Eukaryota","Amorphea","Metazoa","Mollusca","Gastropoda","Caenogastropoda","Hydrobiidae","Peringia","Peringia ulvae","Peringia ulvae_unclassified","Peringia ulvae_unclassified","Peringia ulvae_unclassified"
"ASV131","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified"
"ASV132","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified"
"ASV133","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta_unclassified","Alitta_unclassified","Alitta_unclassified","Alitta_unclassified"
"ASV134","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV135","root","Main genome","Eukaryota","Amorphea","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_unclassified","Sordariomycetes_unclassified","Sordariomycetes_unclassified","Sordariomycetes_unclassified","Sordariomycetes_unclassified","Sordariomycetes_unclassified","Sordariomycetes_unclassified"
"ASV137","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Araeolaimida","Axonolaimidae","Ascolaimus","Ascolaimus_unclassified","Ascolaimus_unclassified","Ascolaimus_unclassified","Ascolaimus_unclassified"
"ASV138","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified","Chlorellales_unclassified"
"ASV139","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV140","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Goniodomataceae","Alexandrium","Alexandrium_unclassified","Alexandrium_unclassified","Alexandrium_unclassified","Alexandrium_unclassified"
"ASV141","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadales_unclassified","Pyramimonadales_unclassified","Pyramimonadales_unclassified","Pyramimonadales_unclassified","Pyramimonadales_unclassified","Pyramimonadales_unclassified"
"ASV142","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified"
"ASV143","root","Main genome","Eukaryota","Amorphea","Fungi","Chytridiomycota","Chytridiomycetes","Lobulomycetales","Lobulomycetaceae","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified"
"ASV144","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV145","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV146","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Ostracoda","Podocopida","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified"
"ASV147","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV148","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV149","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified"
"ASV150","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV151","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV152","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales X","Peridiniales X_unclassified","Peridiniales X_unclassified","Peridiniales X_unclassified","Peridiniales X_unclassified","Peridiniales X_unclassified"
"ASV153","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified"
"ASV154","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV155","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Harpacticoida","Canuellidae","Canuella","Canuella_unclassified","Canuella_unclassified","Canuella_unclassified","Canuella_unclassified"
"ASV156","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Xyalidae","Metadesmolaimus","Metadesmolaimus_unclassified","Metadesmolaimus_unclassified","Metadesmolaimus_unclassified","Metadesmolaimus_unclassified"
"ASV157","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_unclassified","Plasmodiophorida_unclassified","Plasmodiophorida_unclassified","Plasmodiophorida_unclassified","Plasmodiophorida_unclassified","Plasmodiophorida_unclassified"
"ASV158","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV159","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV160","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV161","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Ostracoda","Podocopida","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified","Podocopida_unclassified"
"ASV162","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV164","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Harpacticoida","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified"
"ASV165","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV166","root","Main genome","Eukaryota","Amorphea","Metazoa","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botryllus","Botryllus_unclassified","Botryllus_unclassified","Botryllus_unclassified","Botryllus_unclassified"
"ASV167","root","Main genome","Eukaryota","Amorphea","Metazoa","Xenacoelomorpha","Acoela","Isodiametridae order incertae sedis","Isodiametridae","Archaphanostoma","Archaphanostoma agile","Archaphanostoma agile_unclassified","Archaphanostoma agile_unclassified","Archaphanostoma agile_unclassified"
"ASV168","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV169","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Cladophorales","Cladophorales X","Cladophora","Cladophora_unclassified","Cladophora_unclassified","Cladophora_unclassified","Cladophora_unclassified"
"ASV170","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV171","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV173","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified"
